Respondent ID,Age Group,Education,Income Bracket,Living Area,Prior ADR Exposure,Tech Familiarity (1-5),General ADR Attitude (1-5),Privacy Concerns,Safety Concerns,Job Displacement,Public Space Impact,Reliability Concerns
1309,31-45,High School,>150k,Urban,None,3.5,2.5,3.2,4.1,5.0,2.5,2.0
1310,31-45,Graduate Degree,100k-150k,Suburban,Seen,4.5,3.5,3.2,4.0,3.9,2.9,2.5
1311,31-45,High School,<30k,Suburban,Seen,3.6,3.4,4.1,2.9,3.1,2.3,2.6
1312,31-45,Bachelor's,30k-60k,Suburban,Seen,3.6,3.2,3.5,3.9,4.3,3.3,3.5
1313,31-45,Some College,60k-100k,Urban,Seen,3.5,3.8,3.9,3.5,4.0,2.2,2.9
1314,31-45,Some College,>150k,Rural,None,3.9,3.0,3.9,4.1,4.3,2.6,2.1
1315,31-45,Bachelor's,100k-150k,Urban,None,4.0,3.7,3.2,3.6,3.7,3.3,2.7
1316,31-45,Some College,<30k,Suburban,Seen,3.5,3.8,3.6,2.9,4.5,2.7,2.9
1317,31-45,Some College,<30k,Suburban,Seen,3.2,3.6,2.7,4.7,3.2,3.1,3.1
1318,31-45,Some College,60k-100k,Rural,Seen,3.2,2.5,3.3,3.7,3.9,3.2,3.3
1319,31-45,Bachelor's,100k-150k,Urban,None,3.3,2.9,3.7,3.4,3.8,2.7,2.5
1320,31-45,High School,>150k,Suburban,None,4.2,2.6,3.6,3.6,4.3,2.9,3.4
1321,46-60,Bachelor's,100k-150k,Rural,None,3.7,3.6,3.1,4.3,4.4,4.3,3.0
1322,46-60,High School,30k-60k,Urban,None,2.5,2.6,3.0,3.7,4.4,4.2,3.0
1323,46-60,Bachelor's,<30k,Urban,Seen,3.2,2.8,2.4,4.4,4.6,4.9,3.0
1324,46-60,Bachelor's,100k-150k,Suburban,Seen,2.5,3.3,3.0,4.0,4.6,4.6,3.3
1325,46-60,Bachelor's,30k-60k,Suburban,Seen,3.9,3.4,2.0,4.2,4.9,4.1,4.2
1326,46-60,Bachelor's,<30k,Urban,Seen,2.2,3.1,3.8,4.7,4.8,4.0,3.6
1327,46-60,Graduate Degree,30k-60k,Suburban,None,3.9,3.3,4.4,4.6,4.8,3.9,3.5
1328,46-60,Bachelor's,60k-100k,Rural,None,1.9,2.9,3.1,4.1,4.6,3.5,3.2
1329,46-60,High School,30k-60k,Urban,None,4.1,4.0,3.3,4.3,4.6,4.2,2.9
1330,46-60,Some College,60k-100k,Suburban,Interacted,3.6,4.2,3.1,4.6,4.4,3.2,3.1
1331,46-60,Bachelor's,60k-100k,Urban,Seen,4.5,4.0,3.4,4.9,4.2,3.8,3.0
1332,46-60,High School,60k-100k,Suburban,None,4.2,3.7,3.3,4.4,5.0,4.6,3.5
1333,46-60,Some College,>150k,Urban,Seen,4.0,3.4,3.2,4.2,4.5,3.9,3.0
1334,46-60,Bachelor's,>150k,Rural,None,2.5,3.0,3.1,4.2,4.7,3.7,3.1
1335,46-60,High School,>150k,Suburban,Seen,3.9,4.3,3.3,4.9,4.8,4.3,3.2
1336,46-60,Some College,100k-150k,Rural,Seen,3.5,3.4,3.6,3.1,4.5,4.5,3.2
1337,46-60,Some College,<30k,Suburban,None,2.9,2.3,3.0,3.3,4.4,3.3,2.9
1338,46-60,High School,100k-150k,Suburban,None,3.6,3.6,2.7,4.0,3.9,5.0,3.6
1339,46-60,Graduate Degree,30k-60k,Suburban,None,3.0,3.0,1.9,3.9,4.9,4.0,3.1
1340,46-60,Graduate Degree,30k-60k,Urban,None,3.8,3.5,3.2,4.6,5.0,4.3,3.0
1341,46-60,Bachelor's,30k-60k,Suburban,Seen,2.7,3.9,2.3,4.0,4.6,3.9,3.3
1342,46-60,Some College,30k-60k,Suburban,Seen,3.9,3.3,4.0,4.5,4.6,4.9,2.8
1343,46-60,Graduate Degree,>150k,Rural,None,3.7,3.2,3.5,3.5,5.0,3.1,3.3
1344,46-60,Some College,<30k,Suburban,Seen,3.3,3.3,3.6,4.6,4.5,4.5,3.9
1345,46-60,Graduate Degree,60k-100k,Rural,None,4.4,3.0,4.1,4.5,4.7,3.6,3.6
1346,46-60,Graduate Degree,>150k,Urban,None,1.6,2.5,3.6,4.2,4.8,3.4,3.8
1347,46-60,Some College,60k-100k,Urban,None,3.8,3.1,3.4,4.5,3.9,3.3,2.9
1348,46-60,High School,60k-100k,Urban,Seen,5.0,3.8,3.4,4.5,5.0,4.7,3.0
1349,46-60,Some College,30k-60k,Suburban,None,3.5,2.7,2.2,3.7,5.0,4.4,3.1
1350,46-60,High School,<30k,Rural,Seen,3.9,3.8,3.1,4.1,4.7,4.6,3.0
1351,46-60,High School,100k-150k,Rural,None,3.9,3.9,4.1,4.7,4.0,3.1,3.3
1352,46-60,High School,30k-60k,Suburban,Seen,3.7,4.1,3.5,4.5,4.0,4.4,2.9
1353,46-60,High School,60k-100k,Rural,Seen,4.3,3.0,3.0,4.4,4.9,3.6,3.0
1354,46-60,Graduate Degree,60k-100k,Suburban,None,4.8,4.4,2.8,5.0,4.0,3.1,2.6
1355,46-60,Some College,<30k,Urban,Seen,3.9,3.0,4.1,3.7,4.2,3.6,1.8
1356,46-60,Bachelor's,100k-150k,Rural,Seen,4.2,3.0,3.6,4.2,4.7,4.1,3.3
1357,46-60,Bachelor's,>150k,Suburban,None,4.5,3.0,3.2,4.4,4.9,2.9,3.7
1358,46-60,Some College,30k-60k,Urban,None,4.1,3.3,3.8,3.8,4.7,4.0,3.1
1359,46-60,High School,60k-100k,Urban,None,3.8,4.0,3.0,4.8,4.9,3.7,3.2
1360,46-60,Some College,30k-60k,Urban,Seen,3.7,2.8,2.6,5.0,4.9,3.1,2.3
1361,46-60,Some College,>150k,Urban,None,4.8,4.0,3.5,5.0,5.0,3.9,2.6
1362,46-60,High School,30k-60k,Suburban,None,2.6,1.8,2.4,4.5,4.6,4.6,3.4
1363,46-60,Graduate Degree,100k-150k,Urban,None,4.6,3.6,3.2,3.6,4.5,4.2,3.9
1364,46-60,Some College,>150k,Suburban,Interacted,4.5,3.4,3.9,3.9,5.0,3.3,3.6
1365,46-60,Some College,60k-100k,Urban,Seen,4.3,3.2,2.6,5.0,3.8,4.3,3.6
1366,46-60,Bachelor's,60k-100k,Suburban,Interacted,4.2,3.4,2.7,3.8,5.0,3.2,2.9
1367,46-60,High School,>150k,Suburban,Seen,3.9,3.3,3.8,4.2,4.2,4.3,3.1
1368,46-60,Bachelor's,30k-60k,Urban,None,4.5,2.5,3.4,3.7,4.6,3.4,3.6
1369,46-60,Some College,30k-60k,Suburban,None,2.9,3.1,2.8,3.4,3.5,4.3,2.2
1370,46-60,Some College,>150k,Urban,Interacted,3.1,3.4,3.2,3.5,4.1,3.8,2.8
1371,46-60,Some College,100k-150k,Urban,Interacted,2.4,2.7,3.6,5.0,3.8,3.7,3.8
1372,46-60,High School,100k-150k,Urban,Seen,4.4,3.6,2.9,4.2,5.0,4.0,3.7
1373,46-60,Bachelor's,<30k,Urban,Seen,5.0,3.4,3.5,4.5,5.0,4.8,2.7
1374,46-60,Graduate Degree,100k-150k,Suburban,None,2.7,3.7,3.4,3.9,4.4,4.8,2.7
1375,46-60,Bachelor's,100k-150k,Urban,None,3.8,3.2,4.0,4.1,5.0,4.2,3.3
1376,46-60,High School,<30k,Urban,None,4.2,3.9,2.9,4.2,4.8,4.2,4.3
1377,46-60,High School,100k-150k,Suburban,None,2.8,2.7,3.7,4.3,4.6,4.3,2.7
1378,46-60,Graduate Degree,60k-100k,Suburban,Seen,4.6,4.0,3.3,4.3,4.3,4.1,4.1
1379,46-60,Some College,100k-150k,Urban,None,3.2,3.8,2.5,3.5,4.9,4.5,4.2
1380,46-60,Bachelor's,30k-60k,Suburban,Seen,3.9,2.8,3.9,4.3,4.6,4.0,2.5
1381,46-60,Some College,60k-100k,Urban,None,3.7,3.3,3.2,4.0,4.1,3.6,3.0
1382,46-60,Bachelor's,30k-60k,Rural,Seen,2.5,3.3,3.5,5.0,4.3,4.8,3.2
1383,46-60,High School,60k-100k,Suburban,Seen,3.3,3.5,3.1,3.9,5.0,3.9,3.1
1384,46-60,Some College,100k-150k,Suburban,Interacted,3.5,3.2,3.7,4.5,4.6,3.8,3.4
1385,46-60,High School,<30k,Urban,Seen,3.0,3.3,4.6,4.5,4.0,4.2,3.4
1386,46-60,Some College,60k-100k,Urban,Interacted,3.7,3.5,3.5,3.7,5.0,3.1,3.8
1387,46-60,Graduate Degree,60k-100k,Urban,Seen,5.0,4.7,3.0,4.6,4.2,3.4,3.9
1388,46-60,Some College,100k-150k,Urban,None,3.3,3.2,3.2,4.6,5.0,3.8,4.2
1389,46-60,Graduate Degree,<30k,Urban,None,3.7,3.2,4.0,4.6,4.6,4.1,4.0
1390,46-60,Graduate Degree,>150k,Rural,None,3.0,2.3,2.2,3.9,4.2,3.6,2.3
1391,46-60,Bachelor's,100k-150k,Suburban,Seen,4.5,4.3,4.4,4.8,5.0,4.1,3.2
1392,46-60,Some College,60k-100k,Rural,Interacted,4.2,4.5,3.3,4.4,3.8,3.6,3.5
1393,46-60,High School,30k-60k,Suburban,Seen,3.8,4.1,2.7,5.0,4.6,4.4,2.8
1394,46-60,High School,60k-100k,Urban,None,2.1,3.2,3.3,4.5,5.0,4.6,3.6
1395,46-60,Bachelor's,>150k,Urban,Seen,2.9,2.3,2.7,3.5,4.2,3.8,1.2
1396,46-60,Bachelor's,100k-150k,Rural,None,3.6,3.1,3.8,4.0,4.6,3.4,3.0
1397,46-60,High School,>150k,Suburban,None,4.2,3.5,3.6,4.6,4.8,4.0,3.2
1398,46-60,Bachelor's,>150k,Urban,Seen,4.9,3.8,3.0,4.2,4.6,3.7,3.1
1399,46-60,High School,60k-100k,Urban,Seen,4.8,3.8,3.2,3.8,4.7,3.5,4.3
1400,46-60,Bachelor's,60k-100k,Urban,Seen,5.0,4.3,3.0,5.0,5.0,4.2,3.6
1401,46-60,Bachelor's,60k-100k,Urban,None,2.4,2.3,3.6,4.2,4.6,3.9,3.0
1402,46-60,Some College,30k-60k,Suburban,Seen,4.3,3.7,2.7,4.0,5.0,4.2,2.6
1403,46-60,High School,100k-150k,Suburban,Seen,2.5,3.3,2.8,4.4,3.9,3.7,3.2
1404,46-60,Bachelor's,60k-100k,Urban,Seen,4.2,4.7,3.6,4.3,4.8,3.5,2.8
1405,46-60,High School,100k-150k,Suburban,None,4.4,3.3,2.9,4.4,4.9,3.8,3.0
1406,46-60,Some College,60k-100k,Rural,Seen,3.8,3.1,2.6,4.0,4.5,4.0,3.4
1407,46-60,Some College,30k-60k,Rural,None,5.0,3.5,3.5,4.8,4.9,3.5,2.9
1408,46-60,Bachelor's,60k-100k,Urban,Interacted,3.8,4.3,3.2,4.2,4.0,3.5,2.8
1409,46-60,Bachelor's,<30k,Urban,None,3.3,2.5,2.5,4.3,4.8,3.8,3.3
1410,46-60,High School,100k-150k,Rural,Interacted,4.2,4.3,3.1,5.0,4.9,4.3,3.8
1411,46-60,Some College,30k-60k,Suburban,Interacted,4.4,4.5,2.3,4.2,4.9,4.4,2.6
1412,46-60,Some College,>150k,Suburban,None,3.1,3.1,3.5,3.8,4.1,3.9,2.8
1413,46-60,Some College,30k-60k,Suburban,Interacted,4.1,4.3,3.8,4.8,4.7,3.7,3.6
1414,46-60,Graduate Degree,30k-60k,Urban,None,3.3,3.0,3.1,4.4,4.8,3.4,3.3
1415,46-60,Bachelor's,60k-100k,Urban,None,4.7,3.6,3.1,3.4,5.0,3.7,3.5
1416,46-60,Some College,30k-60k,Suburban,Seen,5.0,4.5,2.2,4.9,4.6,3.9,3.4
1417,46-60,High School,60k-100k,Urban,None,2.9,3.0,4.1,5.0,4.6,4.3,3.3
1418,46-60,High School,30k-60k,Rural,Interacted,4.0,4.5,2.9,4.1,4.7,4.2,2.6
1419,46-60,Some College,>150k,Suburban,Seen,2.3,2.7,3.0,4.8,5.0,4.4,3.6
1420,46-60,Some College,60k-100k,Rural,Seen,3.3,3.7,3.0,5.0,4.3,4.6,3.4
1421,46-60,Some College,>150k,Urban,None,3.9,2.9,3.3,4.3,5.0,3.7,3.2
1422,46-60,High School,100k-150k,Suburban,Seen,4.1,3.7,2.6,3.6,5.0,4.0,3.1
1423,46-60,Bachelor's,100k-150k,Suburban,None,3.7,3.4,2.7,5.0,4.7,4.3,2.8
1424,46-60,Some College,30k-60k,Suburban,None,3.5,2.7,2.3,4.5,4.4,5.0,2.9
1425,46-60,Some College,100k-150k,Suburban,Seen,4.3,4.1,3.5,3.6,4.6,4.2,3.7
1426,46-60,Graduate Degree,60k-100k,Suburban,None,3.0,2.8,3.7,4.5,5.0,3.5,3.6
1427,46-60,Some College,30k-60k,Rural,None,4.5,3.7,3.9,4.6,5.0,3.7,4.0
1428,46-60,Bachelor's,60k-100k,Rural,Interacted,2.4,3.0,2.3,4.0,5.0,3.1,3.0
1429,46-60,Bachelor's,100k-150k,Rural,None,2.7,2.6,2.9,5.0,4.1,3.5,3.0
1430,46-60,Bachelor's,30k-60k,Suburban,Seen,3.9,3.4,2.9,4.2,4.1,3.9,2.7
1431,46-60,Bachelor's,60k-100k,Urban,Interacted,3.6,3.9,2.8,4.2,5.0,5.0,4.0
1432,46-60,High School,60k-100k,Urban,None,3.8,3.0,3.5,3.8,5.0,3.1,3.8
1433,46-60,Graduate Degree,60k-100k,Rural,None,3.1,3.8,3.3,3.8,4.7,4.6,3.3
1434,46-60,Bachelor's,100k-150k,Suburban,Seen,3.0,2.8,3.6,4.1,3.9,3.9,2.8
1435,46-60,Some College,60k-100k,Urban,None,2.3,3.2,3.5,4.6,3.9,4.8,3.6
1436,46-60,Some College,100k-150k,Urban,None,4.7,3.5,3.6,4.5,3.7,3.5,2.3
1437,46-60,Some College,30k-60k,Urban,None,2.8,2.3,3.4,3.0,4.3,4.1,2.9
1438,46-60,Bachelor's,30k-60k,Suburban,Interacted,4.9,3.9,2.4,3.6,4.9,4.1,4.1
1439,46-60,High School,100k-150k,Suburban,Seen,5.0,3.4,3.7,4.4,4.8,4.5,3.0
1440,46-60,High School,100k-150k,Urban,None,3.8,4.0,3.2,4.5,4.3,4.8,4.0
1441,46-60,Some College,60k-100k,Suburban,None,3.4,3.2,3.6,4.4,3.8,3.2,3.2
1442,46-60,Some College,100k-150k,Urban,None,3.3,3.5,3.9,4.6,5.0,4.4,3.7
1443,46-60,Some College,60k-100k,Urban,None,4.8,3.3,3.7,5.0,4.7,3.7,3.7
1444,46-60,Some College,30k-60k,Urban,Seen,2.9,3.5,2.8,4.6,5.0,3.2,3.4
1445,46-60,High School,30k-60k,Urban,None,3.8,3.6,2.6,4.7,4.4,4.5,3.5
1446,46-60,Bachelor's,30k-60k,Suburban,Seen,3.2,3.6,2.7,4.9,4.3,3.7,4.4
1447,46-60,Bachelor's,100k-150k,Rural,Seen,4.1,3.9,3.0,5.0,4.6,4.0,2.7
1448,46-60,Bachelor's,30k-60k,Suburban,None,3.4,2.8,3.6,4.3,4.1,3.5,2.6
1449,46-60,High School,>150k,Suburban,Seen,3.1,3.2,3.6,3.1,4.9,4.0,2.9
1450,46-60,High School,<30k,Urban,Interacted,5.0,3.4,3.3,4.1,4.6,3.9,2.8
1451,46-60,Some College,>150k,Suburban,Seen,3.9,3.6,3.5,4.5,4.4,3.6,2.2
1452,46-60,High School,60k-100k,Urban,None,3.7,2.9,3.2,4.5,3.6,3.8,3.5
1453,46-60,High School,30k-60k,Suburban,None,3.3,3.0,3.2,3.9,3.9,4.8,3.8
1454,46-60,Some College,30k-60k,Urban,Seen,4.5,3.8,2.2,4.7,4.5,3.5,3.4
1455,46-60,Bachelor's,<30k,Suburban,None,5.0,3.4,3.0,3.4,5.0,3.9,1.8
1456,46-60,Graduate Degree,30k-60k,Urban,Seen,4.0,3.4,4.4,5.0,5.0,4.9,3.2
1457,46-60,High School,30k-60k,Urban,None,3.0,2.2,4.2,4.6,5.0,3.9,4.5
1458,46-60,Bachelor's,<30k,Suburban,Interacted,2.8,4.3,4.0,4.5,4.7,3.9,3.7
1459,46-60,Some College,>150k,Rural,Seen,4.0,3.9,3.4,3.2,4.8,4.6,3.2
1460,46-60,Some College,100k-150k,Suburban,Seen,3.7,3.5,3.5,3.8,4.5,4.6,2.9
1461,46-60,Some College,<30k,Suburban,None,3.5,4.0,3.3,4.5,5.0,5.0,3.3
1462,46-60,Graduate Degree,100k-150k,Suburban,None,3.9,3.1,3.7,3.8,4.7,4.6,3.1
1463,46-60,Some College,30k-60k,Urban,Seen,4.5,3.0,2.8,4.9,5.0,3.3,2.2
1464,46-60,Bachelor's,30k-60k,Urban,Interacted,4.2,4.1,3.6,4.7,5.0,3.9,3.2
1465,46-60,Some College,60k-100k,Urban,Seen,3.1,3.0,3.0,4.3,4.2,3.8,1.9
1466,46-60,Some College,100k-150k,Urban,Seen,3.9,3.3,3.2,3.9,5.0,4.7,2.2
1467,46-60,Graduate Degree,>150k,Suburban,None,4.2,1.8,4.3,4.1,5.0,4.3,3.4
1468,46-60,Bachelor's,30k-60k,Suburban,Seen,3.2,3.1,3.1,5.0,4.6,4.0,2.3
1469,46-60,Graduate Degree,100k-150k,Urban,None,4.2,3.2,2.7,4.9,4.8,3.1,3.0
1470,46-60,Graduate Degree,<30k,Rural,Seen,5.0,4.1,3.3,2.8,4.3,3.5,3.4
1471,46-60,Some College,60k-100k,Urban,None,4.3,3.5,3.7,4.8,4.7,3.4,4.1
1472,46-60,Some College,60k-100k,Suburban,Seen,3.9,3.4,2.8,4.0,4.8,4.1,3.2
1473,46-60,Bachelor's,100k-150k,Urban,None,4.0,3.6,3.5,4.2,4.3,3.8,2.7
1474,46-60,Graduate Degree,100k-150k,Urban,Seen,4.1,3.2,3.8,5.0,4.3,4.1,3.2
1475,46-60,Graduate Degree,60k-100k,Urban,Seen,4.0,3.0,2.5,3.7,4.0,3.5,3.6
1476,46-60,Bachelor's,60k-100k,Rural,Seen,5.0,3.6,2.9,4.2,4.5,5.0,3.6
1477,46-60,High School,30k-60k,Suburban,None,2.5,2.6,4.1,4.0,3.6,3.6,2.8
1478,46-60,High School,>150k,Urban,None,2.3,3.6,3.7,4.1,4.1,3.5,3.7
1479,46-60,High School,30k-60k,Suburban,None,4.7,2.9,2.7,4.4,4.8,3.4,2.9
1480,46-60,Some College,<30k,Suburban,Seen,3.1,2.9,3.4,4.9,4.4,4.3,3.5
1481,46-60,Graduate Degree,60k-100k,Suburban,None,3.5,2.5,3.1,4.4,3.7,4.8,2.9
1482,46-60,Some College,100k-150k,Suburban,Seen,4.7,3.3,3.5,5.0,4.2,5.0,2.7
1483,46-60,Graduate Degree,>150k,Urban,None,3.5,3.5,2.5,4.2,4.1,4.4,3.5
1484,46-60,High School,30k-60k,Suburban,Interacted,3.2,4.5,2.5,4.1,4.9,3.6,3.5
1485,46-60,High School,60k-100k,Urban,None,3.0,3.7,3.0,3.8,4.0,4.2,1.9
1486,46-60,Bachelor's,100k-150k,Urban,Seen,4.6,3.5,3.0,4.3,4.7,2.8,3.0
1487,46-60,Bachelor's,>150k,Suburban,Seen,5.0,4.1,2.8,4.3,4.6,3.9,2.8
1488,46-60,High School,30k-60k,Urban,Seen,4.2,4.4,3.2,4.2,4.4,2.6,3.4
1489,46-60,High School,30k-60k,Suburban,Interacted,4.2,2.9,2.4,4.0,4.6,4.6,2.7
1490,46-60,Some College,100k-150k,Suburban,None,4.2,2.9,3.4,5.0,4.1,4.0,3.5
1491,46-60,High School,100k-150k,Suburban,None,3.5,3.1,2.9,4.2,5.0,3.8,3.2
1492,46-60,Some College,60k-100k,Suburban,None,4.7,3.3,3.5,4.7,4.7,3.8,3.1
1493,46-60,Some College,100k-150k,Urban,None,4.2,3.3,3.2,4.6,4.0,4.6,2.9
1494,46-60,Graduate Degree,100k-150k,Suburban,Seen,3.4,4.4,2.9,3.8,4.7,4.1,3.5
1495,46-60,Graduate Degree,100k-150k,Suburban,Seen,2.5,2.2,3.9,3.5,3.7,4.6,2.8
1496,46-60,Some College,100k-150k,Suburban,None,4.2,3.3,4.1,4.2,4.3,4.1,3.4
1497,46-60,High School,>150k,Urban,None,4.1,2.6,3.2,4.2,4.9,2.8,3.4
1498,46-60,High School,<30k,Suburban,None,2.7,3.0,2.2,4.4,4.5,3.2,3.3
1499,46-60,Some College,100k-150k,Suburban,None,2.8,3.2,3.4,3.9,4.9,3.5,1.8
1500,46-60,High School,30k-60k,Rural,Seen,4.4,4.1,3.6,4.3,4.4,4.3,3.9
1501,46-60,Bachelor's,100k-150k,Suburban,Interacted,2.8,3.5,2.9,3.1,4.9,4.1,2.8
1502,46-60,High School,60k-100k,Rural,None,4.6,3.5,3.6,4.6,5.0,4.1,3.1
1503,46-60,Some College,<30k,Suburban,Seen,4.6,4.0,3.7,3.8,4.6,4.0,3.1
1504,46-60,Bachelor's,60k-100k,Suburban,Seen,4.5,4.3,3.4,3.8,5.0,4.8,3.0
1505,46-60,Some College,100k-150k,Urban,Seen,4.1,3.9,3.6,4.5,4.8,4.1,2.8
1506,46-60,Some College,30k-60k,Urban,Seen,4.4,3.8,3.4,5.0,4.9,4.2,2.7
1507,46-60,Bachelor's,>150k,Suburban,Seen,4.8,4.7,3.4,4.8,4.3,3.8,2.6
1508,46-60,Graduate Degree,100k-150k,Suburban,None,3.9,3.5,3.0,3.6,4.3,3.5,3.1
1509,46-60,High School,30k-60k,Suburban,None,3.4,2.7,2.9,4.3,4.1,4.0,3.1
1510,46-60,Some College,30k-60k,Urban,Seen,3.5,3.2,3.3,3.9,4.6,3.9,2.9
1511,46-60,Some College,>150k,Suburban,None,3.0,3.0,3.3,4.4,3.8,4.5,3.5
1512,46-60,Bachelor's,30k-60k,Urban,None,4.1,3.2,3.3,4.4,3.3,4.6,2.8
1513,46-60,Some College,30k-60k,Suburban,None,2.6,3.5,3.1,4.2,5.0,3.5,3.7
1514,46-60,Graduate Degree,30k-60k,Urban,None,4.8,4.0,3.6,4.0,3.7,4.4,2.9
1515,46-60,Bachelor's,100k-150k,Suburban,None,2.9,2.9,3.4,4.3,3.9,4.1,3.7
1516,46-60,Some College,60k-100k,Urban,Seen,3.2,2.9,3.4,4.0,4.4,4.6,2.6
1517,46-60,Bachelor's,60k-100k,Suburban,Seen,2.4,3.2,3.6,4.9,5.0,3.8,3.6
1518,46-60,Bachelor's,30k-60k,Urban,Seen,3.4,3.4,4.1,4.4,4.3,3.3,3.8
1519,46-60,High School,60k-100k,Urban,None,3.7,3.6,3.7,4.5,4.5,4.0,4.1
1520,46-60,High School,<30k,Suburban,Seen,3.1,3.0,3.5,3.9,5.0,4.1,2.9
1521,46-60,High School,30k-60k,Suburban,None,4.0,2.8,3.2,4.3,4.5,3.6,2.8
1522,46-60,High School,<30k,Urban,None,3.2,3.6,3.3,4.1,5.0,3.7,2.8
1523,46-60,Some College,30k-60k,Urban,Seen,3.8,2.9,3.2,4.6,4.9,4.5,2.8
1524,46-60,Some College,60k-100k,Suburban,Seen,3.8,3.0,3.4,4.9,5.0,3.7,2.7
1525,46-60,Graduate Degree,60k-100k,Urban,None,3.9,3.6,2.1,3.9,5.0,3.8,3.0
1526,46-60,High School,<30k,Rural,None,2.3,2.7,3.9,5.0,4.1,4.8,3.2
1527,46-60,Some College,100k-150k,Suburban,None,3.1,3.5,3.0,4.0,5.0,4.3,2.8
1528,46-60,High School,<30k,Suburban,Interacted,4.2,3.8,2.4,4.3,5.0,3.4,2.2
1529,46-60,Bachelor's,30k-60k,Urban,Seen,5.0,4.0,4.3,4.7,5.0,3.8,3.2
1530,46-60,Bachelor's,>150k,Urban,Seen,3.8,2.9,3.5,4.6,4.4,4.0,2.9
1531,46-60,High School,<30k,Urban,None,2.8,3.2,2.5,5.0,4.4,3.6,2.6
1532,46-60,Bachelor's,60k-100k,Rural,Interacted,3.8,4.0,3.7,4.5,5.0,4.5,3.9
1533,46-60,Some College,100k-150k,Suburban,None,4.9,4.1,2.8,4.6,4.1,3.8,2.4
1534,46-60,High School,100k-150k,Suburban,Interacted,4.2,3.9,3.0,4.3,4.7,4.5,2.4
1535,46-60,Graduate Degree,>150k,Suburban,Seen,4.2,3.7,3.2,4.4,4.9,4.3,3.2
1536,46-60,Bachelor's,30k-60k,Urban,Seen,4.9,3.0,2.8,3.5,5.0,3.4,3.0
1537,46-60,Some College,100k-150k,Urban,Seen,3.6,2.8,3.6,3.8,4.4,3.5,2.5
1538,46-60,Bachelor's,60k-100k,Urban,None,3.7,1.6,3.1,4.2,4.7,4.2,2.6
1539,46-60,High School,100k-150k,Suburban,None,3.1,3.1,3.0,3.8,4.7,4.6,3.1
1540,46-60,Bachelor's,30k-60k,Urban,None,4.9,4.5,2.4,4.4,5.0,3.1,3.4
1541,46-60,Some College,>150k,Rural,None,3.2,3.6,3.3,5.0,3.9,3.8,3.7
1542,46-60,High School,60k-100k,Suburban,Seen,3.3,4.1,3.1,4.8,4.6,3.4,3.9
1543,46-60,Bachelor's,100k-150k,Suburban,None,3.7,3.9,2.8,4.3,5.0,2.8,3.7
1544,46-60,Some College,30k-60k,Urban,Seen,4.3,3.4,2.8,4.2,4.3,4.2,3.2
1545,46-60,High School,<30k,Suburban,None,3.0,2.4,3.0,4.4,4.5,3.2,3.8
1546,46-60,Graduate Degree,30k-60k,Suburban,Seen,1.9,2.2,3.2,5.0,4.6,4.5,2.6
1547,46-60,Graduate Degree,<30k,Rural,None,4.5,3.0,3.2,4.9,3.5,3.8,4.1
1548,46-60,Some College,<30k,Rural,Interacted,3.4,3.2,3.4,4.7,5.0,4.0,4.3
1549,46-60,High School,60k-100k,Urban,Seen,2.9,2.8,3.7,4.9,4.0,3.8,2.6
1550,46-60,Bachelor's,100k-150k,Urban,Seen,3.4,3.0,3.4,4.8,5.0,3.5,3.5
1551,46-60,Some College,100k-150k,Suburban,Interacted,4.7,4.5,2.7,3.7,4.1,4.0,2.5
1552,46-60,High School,>150k,Suburban,None,4.5,3.4,3.4,3.5,5.0,4.2,3.9
1553,46-60,Some College,30k-60k,Suburban,None,4.1,3.5,2.7,5.0,4.9,3.9,2.9
1554,46-60,Some College,60k-100k,Suburban,Seen,4.1,3.7,3.3,4.5,3.7,3.7,4.4
1555,46-60,Graduate Degree,100k-150k,Suburban,None,3.8,2.7,3.8,4.1,3.8,3.9,2.6
1556,46-60,Some College,>150k,Suburban,Seen,4.2,3.6,3.8,4.6,5.0,4.1,3.5
1557,46-60,High School,>150k,Urban,Interacted,4.0,3.8,2.7,4.3,5.0,4.3,3.2
1558,46-60,Graduate Degree,30k-60k,Suburban,None,3.2,3.2,3.3,4.8,4.9,4.2,2.8
1559,46-60,High School,<30k,Suburban,Seen,4.7,2.2,3.1,3.7,5.0,2.9,3.7
1560,46-60,Some College,100k-150k,Urban,None,4.8,3.0,3.8,4.7,4.2,4.4,3.0
1561,46-60,High School,30k-60k,Urban,None,3.7,3.8,3.8,4.2,4.8,4.8,3.1
1562,46-60,Graduate Degree,60k-100k,Rural,Interacted,3.6,4.1,3.2,4.8,4.6,3.0,3.0
1563,46-60,Some College,30k-60k,Suburban,None,3.4,2.8,2.7,4.1,3.7,4.1,3.4
1564,46-60,Some College,60k-100k,Suburban,None,2.6,3.5,2.9,3.4,4.2,4.0,3.4
1565,46-60,Bachelor's,100k-150k,Suburban,Interacted,4.3,4.2,3.5,4.7,3.7,4.2,2.8
1566,46-60,Bachelor's,30k-60k,Urban,None,3.8,3.3,3.5,4.4,4.4,4.1,3.6
1567,46-60,Bachelor's,100k-150k,Suburban,Seen,4.8,3.0,4.1,4.7,4.6,4.1,3.1
1568,46-60,Bachelor's,>150k,Urban,Seen,3.1,3.2,3.0,4.5,4.7,3.8,3.2
1569,46-60,Some College,<30k,Urban,None,4.5,3.9,3.0,3.4,4.8,4.2,3.9
